"person_age","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_income"
22,"MORTGAGE",6,"EDUCATION","A",9750,8.49,"0",0.14,"N",4,11.1562505210315
24,"RENT",0,"PERSONAL","B",4200,10.37,"0",0.12,"N",4,10.4631033404715
27,"MORTGAGE",5,"MEDICAL","A",2500,8.49,"0",0.02,"N",5,11.8913619006905
23,"MORTGAGE",7,"EDUCATION","A",10500,10.59,"0",0.17,"N",4,11.0020998412042
23,"RENT",8,"EDUCATION","B",6000,11.49,"0",0.26,"N",3,10.0381932553884
26,"MORTGAGE",10,"HOMEIMPROVEMENT","C",8500,14.79,"1",0.16,"N",2,10.8935119007873
27,"RENT",2,"PERSONAL","B",10000,12.69,"1",0.34,"N",10,10.2750511089686
23,"OWN",4,"MEDICAL","A",21000,6.17,"0",0.51,"N",3,10.6164373603923
54,"MORTGAGE",4,"PERSONAL","A",17625,7.49,"0",0.15,"N",19,11.6952470217642
25,"RENT",1,"EDUCATION","A",2800,6.92,"0",0.06,"N",3,10.6919449129004
23,"RENT",0,"PERSONAL","A",2500,6.91,"0",0.1,"N",2,10.1266311038503
34,"RENT",3,"VENTURE","A",12000,6.92,"0",0.2,"N",9,11.0020998412042
34,"MORTGAGE",1,"MEDICAL","C",20000,12.84,"1",0.34,"Y",7,10.9852927228879
23,"OWN",5,"VENTURE","B",2550,11.86,"0",0.05,"N",3,10.77895628989
25,"MORTGAGE",9,"DEBTCONSOLIDATION","C",3500,13.49,"0",0.09,"N",3,10.5966347330961
25,"MORTGAGE",9,"HOMEIMPROVEMENT","B",16000,12.18,"0",0.23,"N",4,11.1562505210315
32,"RENT",2,"EDUCATION","A",9850,7.75,"0",0.14,"N",5,11.1562505210315
31,"MORTGAGE",1,"MEDICAL","B",15250,12.53,"0",0.45,"N",8,10.4222813459513
23,"MORTGAGE",5,"EDUCATION","A",31825,7.9,"0",0.42,"N",2,11.2252433925184
22,"MORTGAGE",0,"EDUCATION","A",1700,7.9,"0",0.05,"N",4,10.3734911817819
21,"RENT",3,"MEDICAL","B",3200,11.14,"0",0.11,"N",3,10.3089526606443
25,"MORTGAGE",3,"EDUCATION","D",5000,15.99,"0",0.09,"N",4,10.9150884642146
27,"OWN",11,"PERSONAL","A",5000,9.91,"0",0.07,"N",10,11.1134623090577
25,"MORTGAGE",4,"HOMEIMPROVEMENT","A",5000,6.17,"0",0.06,"N",2,11.3504065354725
34,"RENT",6,"HOMEIMPROVEMENT","E",20000,17.74,"0",0.15,"Y",8,11.8130300574206
28,"RENT",12,"MEDICAL","D",10000,17.58,"1",0.33,"N",5,10.3089526606443
22,"RENT",0,"HOMEIMPROVEMENT","C",2400,13.92,"1",0.09,"N",3,10.1811192891344
39,"OWN",12,"EDUCATION","C",12000,11.34,"0",0.24,"N",17,10.8395809117065
24,"RENT",8,"PERSONAL","A",8850,6.62,"0",0.14,"N",3,11.0348896640272
27,"RENT",2,"DEBTCONSOLIDATION","C",2000,15.27,"0",0.05,"Y",7,10.6213273456864
22,"RENT",4,"VENTURE","B",12000,10.75,"0",0.3,"N",3,10.5966347330961
46,"RENT",8,"PERSONAL","B",10000,11.71,"1",0.19,"N",15,10.8967393255464
28,"RENT",1,"EDUCATION","A",7800,7.9,"0",0.11,"N",8,11.1562505210315
22,"RENT",2,"VENTURE","D",10000,15.58,"1",0.23,"N",3,10.6919449129004
24,"OWN",7,"EDUCATION","C",2000,12.53,"0",0.05,"N",4,10.5966347330961
34,"MORTGAGE",6,"PERSONAL","A",15000,6.03,"0",0.19,"N",10,11.289781913656
23,"RENT",7,"DEBTCONSOLIDATION","B",3500,12.69,"0",0.07,"N",3,10.7684007759505
21,"RENT",6,"MEDICAL","A",15000,6.62,"1",0.48,"N",3,10.3481733737976
23,"MORTGAGE",7,"VENTURE","B",2500,10.37,"0",0.04,"N",4,10.9637747268826
24,"OWN",4,"PERSONAL","B",2500,12.69,"1",0.21,"N",4,9.39266192877014
30,"RENT",4,"PERSONAL","B",12000,10.99,"0",0.2,"N",10,11.0020998412042
30,"RENT",1,"DEBTCONSOLIDATION","C",24000,13.11,"0",0.23,"Y",6,11.5655179150894
22,"OWN",6,"EDUCATION","A",6000,7.68,"0",0.14,"N",3,10.6735957742322
24,"MORTGAGE",8,"EDUCATION","B",1750,10.99,"1",0.16,"N",2,9.28730141311231
41,"RENT",2,"MEDICAL","D",2950,16.49,"1",0.15,"Y",12,9.86266555801587
48,"RENT",4,"MEDICAL","A",8000,6.62,"0",0.25,"N",14,10.3734911817819
27,"RENT",11,"DEBTCONSOLIDATION","D",6000,13.35,"1",0.09,"N",8,11.0974100210086
23,"MORTGAGE",2,"VENTURE","B",1200,9.67,"0",0.04,"N",2,10.3089526606443
28,"OWN",2,"MEDICAL","C",6350,13.57,"1",0.35,"N",5,9.7981270368783
23,"MORTGAGE",2,"PERSONAL","D",24250,16.02,"0",0.2,"Y",4,11.6952470217642
23,"MORTGAGE",8,"EDUCATION","B",21000,11.36,"0",0.35,"N",3,11.0020998412042
23,"MORTGAGE",7,"PERSONAL","D",9000,7.14,"0",0.11,"Y",2,11.3144745262464
26,"MORTGAGE",0,"EDUCATION","C",10000,14.26,"0",0.1,"N",2,11.5129254649702
35,"MORTGAGE",0,"MEDICAL","D",15000,14.42,"1",0.38,"N",6,10.5965347280957
28,"RENT",1,"DEBTCONSOLIDATION","C",4000,13.35,"0",0.03,"Y",5,11.7360690162844
24,"RENT",1,"EDUCATION","C",8000,11.78,"0",0.15,"N",3,10.8589989975636
23,"MORTGAGE",3,"DEBTCONSOLIDATION","D",10000,15.7,"1",0.16,"N",3,11.0429218357245
40,"RENT",3,"PERSONAL","C",2700,14.27,"0",0.11,"Y",11,10.0858091093301
33,"RENT",5,"EDUCATION","A",7200,8,"0",0.09,"N",8,11.3265958867787
30,"RENT",2,"PERSONAL","B",10000,10.65,"0",0.09,"N",5,11.5898865061064
27,"MORTGAGE",6,"PERSONAL","A",6250,8.49,"0",0.26,"N",8,10.0858091093301
39,"MORTGAGE",5,"VENTURE","B",13750,9.88,"0",0.21,"N",16,11.1004357419251
25,"MORTGAGE",3,"EDUCATION","B",10000,10.36,"0",0.17,"N",4,11.0020998412042
35,"RENT",1,"PERSONAL","B",9250,10.59,"1",0.27,"N",10,10.4341158035983
39,"MORTGAGE",7,"VENTURE","A",12500,7.9,"0",0.18,"N",13,11.1562505210315
31,"MORTGAGE",2,"DEBTCONSOLIDATION","B",18000,10,"0",0.26,"N",7,11.1272629841582
24,"MORTGAGE",9,"DEBTCONSOLIDATION","B",20050,10.59,"0",0.26,"N",2,11.2384886192685
24,"MORTGAGE",4,"HOMEIMPROVEMENT","A",6000,10.99,"0",0.07,"N",4,11.4323551181196
30,"RENT",5,"DEBTCONSOLIDATION","C",12000,14.22,"1",0.43,"N",8,10.2399597891573
27,"RENT",5,"MEDICAL","B",10200,10.38,"0",0.21,"N",10,10.77895628989
22,"MORTGAGE",4,"EDUCATION","A",12875,7.9,"0",0.23,"N",2,10.9508065468167
26,"MORTGAGE",2,"HOMEIMPROVEMENT","B",8000,11.49,"0",0.1,"N",4,11.2698342758463
38,"MORTGAGE",0,"DEBTCONSOLIDATION","C",15000,14.35,"0",0.14,"Y",14,11.551857674972
24,"MORTGAGE",8,"VENTURE","D",14000,17.49,"0",0.11,"Y",2,11.7905572015685
27,"RENT",7,"PERSONAL","C",10000,13.98,"0",0.23,"N",9,10.6708141312703
30,"MORTGAGE",11,"MEDICAL","B",10000,8.59,"0",0.2,"N",6,10.8197782844103
23,"MORTGAGE",7,"DEBTCONSOLIDATION","B",15000,11.14,"0",0.21,"N",4,11.1562505210315
22,"MORTGAGE",4,"VENTURE","A",13000,9.63,"0",0.21,"N",3,11.0235351219243
21,"RENT",5,"HOMEIMPROVEMENT","B",3150,10.99,"1",0.21,"N",4,9.63560810738053
26,"OWN",1,"HOMEIMPROVEMENT","B",7000,12.69,"0",0.18,"N",2,10.5558127385758
25,"RENT",5,"MEDICAL","A",2400,7.66,"0",0.05,"N",4,10.6919449129004
31,"RENT",2,"EDUCATION","C",7500,13.22,"0",0.07,"Y",5,11.5228757958234
32,"MORTGAGE",14,"HOMEIMPROVEMENT","B",21000,9.2,"0",0.09,"N",9,12.3758154201173
28,"RENT",3,"MEDICAL","B",5000,10.36,"0",0.12,"N",5,10.6458057771025
26,"RENT",4,"DEBTCONSOLIDATION","C",9000,13.61,"0",0.18,"N",2,10.8473934514433
27,"MORTGAGE",4,"EDUCATION","A",11500,8.38,"0",0.11,"N",10,11.580584113444
26,"RENT",5,"PERSONAL","B",2000,11.49,"0",0.04,"N",2,10.7144177687525
23,"MORTGAGE",0,"VENTURE","C",3000,12.53,"0",0.08,"Y",4,10.5713169251118
34,"RENT",5,"VENTURE","C",6000,14.22,"0",0.14,"N",10,10.6454248972655
28,"MORTGAGE",2,"PERSONAL","D",12000,8.94,"0",0.07,"N",10,12.0668105781967
29,"RENT",0,"EDUCATION","B",7000,9.99,"0",0.27,"N",9,10.1765634725985
29,"RENT",6,"MEDICAL","A",4200,8.63,"0",0.07,"N",10,11.0020998412042
38,"RENT",9,"HOMEIMPROVEMENT","D",3325,16.89,"0",0.06,"N",14,10.9150884642146
28,"MORTGAGE",1,"HOMEIMPROVEMENT","D",20000,13.24,"0",0.25,"N",8,11.289781913656
38,"RENT",2,"DEBTCONSOLIDATION","C",2200,11.14,"0",0.07,"Y",11,10.3089526606443
24,"MORTGAGE",8,"PERSONAL","C",5000,11.34,"0",0.06,"Y",4,11.4075649493124
30,"MORTGAGE",6,"HOMEIMPROVEMENT","B",21000,12.42,"0",0.13,"N",8,11.9703503120091
30,"RENT",11,"EDUCATION","C",12000,13.23,"0",0.13,"N",10,11.47210347045
21,"RENT",0,"DEBTCONSOLIDATION","D",13750,15.05,"1",0.46,"Y",4,10.3089526606443
23,"MORTGAGE",7,"VENTURE","C",6000,13.06,"0",0.05,"Y",3,11.6952470217642
45,"RENT",14,"PERSONAL","B",22200,12.69,"0",0.1,"N",12,12.3238556811866
21,"MORTGAGE",4,"EDUCATION","A",5000,7.14,"0",0.11,"N",4,10.7144177687525
29,"MORTGAGE",0,"HOMEIMPROVEMENT","A",2000,7.43,"0",0.03,"N",7,11.1271453301785
30,"MORTGAGE",14,"VENTURE","C",5000,11.03,"0",0.05,"Y",7,11.4256667846764
22,"RENT",4,"VENTURE","E",3000,16.32,"0",0.04,"N",2,11.2644641056717
23,"MORTGAGE",0,"DEBTCONSOLIDATION","C",1000,13.72,"0",0.03,"N",4,10.3089526606443
29,"MORTGAGE",13,"MEDICAL","E",3600,17.99,"1",0.05,"N",9,11.0356957906328
26,"RENT",8,"EDUCATION","D",6625,12.92,"0",0.24,"N",2,10.2399597891573
38,"RENT",3,"PERSONAL","D",5000,15.21,"1",0.05,"Y",17,11.5898865061064
26,"OWN",3,"PERSONAL","B",12000,11.36,"0",0.4,"N",3,10.3089526606443
27,"RENT",6,"VENTURE","A",10000,7.9,"0",0.15,"N",7,11.0974100210086
25,"MORTGAGE",5,"VENTURE","A",5000,7.9,"0",0.08,"N",4,11.0020998412042
27,"RENT",1,"MEDICAL","D",4000,15.99,"1",0.12,"N",9,10.3784787232929
23,"RENT",3,"MEDICAL","B",8500,12.21,"0",0.13,"N",2,11.0821425488778
23,"RENT",0,"PERSONAL","A",10000,7.51,"0",0.18,"N",3,10.9150157342971
34,"MORTGAGE",4,"VENTURE","B",15000,15.68,"0",0.15,"N",5,11.546002343363
23,"MORTGAGE",2,"EDUCATION","A",10000,7.74,"0",0.27,"N",3,10.5186731916264
45,"MORTGAGE",3,"DEBTCONSOLIDATION","E",10000,16,"1",0.1,"Y",13,11.5129254649702
28,"OWN",13,"PERSONAL","A",18000,7.9,"0",0.33,"N",6,10.9150884642146
32,"MORTGAGE",4,"DEBTCONSOLIDATION","B",7800,11.86,"0",0.05,"N",9,11.9183905730784
24,"RENT",4,"EDUCATION","C",14400,12.68,"0",0.21,"Y",4,11.1562505210315
26,"MORTGAGE",0,"DEBTCONSOLIDATION","B",14400,12.99,"0",0.1,"N",2,11.8493405571016
23,"RENT",3,"EDUCATION","D",5000,15.99,"0",0.19,"N",3,10.1811192891344
44,"MORTGAGE",9,"DEBTCONSOLIDATION","B",5000,9.99,"0",0.1,"N",15,10.77895628989
21,"RENT",1,"HOMEIMPROVEMENT","A",2500,7.88,"1",0.2,"N",2,9.43667881418691
31,"RENT",3,"EDUCATION","C",2200,13.06,"0",0.06,"Y",10,10.5558127385758
30,"MORTGAGE",2,"PERSONAL","B",25000,12.18,"0",0.32,"N",10,11.2515607008358
36,"RENT",0,"HOMEIMPROVEMENT","B",18000,11.11,"0",0.14,"N",11,11.7360690162844
21,"RENT",1,"EDUCATION","B",10000,11.48,"1",0.31,"N",2,10.3859137017804
31,"RENT",3,"DEBTCONSOLIDATION","A",20000,7.9,"0",0.2,"N",5,11.5228757958234
34,"OWN",9,"HOMEIMPROVEMENT","A",9600,8.94,"0",0.18,"N",10,10.8780471925343
31,"RENT",7,"VENTURE","D",10500,15.7,"0",0.03,"N",6,12.7705309751256
31,"RENT",2,"DEBTCONSOLIDATION","C",8750,12.68,"0",0.15,"N",7,10.9852927228879
35,"MORTGAGE",7,"DEBTCONSOLIDATION","D",13200,16.77,"1",0.31,"Y",9,10.6689553946757
23,"RENT",4,"VENTURE","A",4500,8.49,"0",0.08,"N",3,10.9150884642146
28,"RENT",3,"DEBTCONSOLIDATION","E",9000,17.56,"1",0.2,"Y",7,10.7363966754712
23,"OWN",7,"EDUCATION","A",14000,7.9,"0",0.31,"N",3,10.7276629955025
26,"RENT",6,"MEDICAL","A",8000,6.54,"0",0.08,"N",3,11.5129254649702
25,"OWN",7,"EDUCATION","A",14125,6.99,"0",0.51,"N",2,10.2327912996787
22,"MORTGAGE",7,"DEBTCONSOLIDATION","A",2825,5.99,"0",0.03,"N",4,11.3385720778255
31,"RENT",3,"PERSONAL","B",10000,10.65,"0",0.28,"N",5,10.4912742174382
25,"RENT",2,"PERSONAL","A",6000,7.9,"0",0.22,"N",2,10.2050725301569
24,"RENT",1,"MEDICAL","C",6250,12.87,"0",0.23,"Y",4,10.2150448304213
24,"MORTGAGE",5,"EDUCATION","B",15000,10.37,"0",0.09,"N",4,12.0552497557956
27,"RENT",4,"DEBTCONSOLIDATION","A",18000,8.49,"0",0.14,"N",9,11.7905572015685
31,"MORTGAGE",15,"DEBTCONSOLIDATION","D",35000,15.99,"1",0.27,"N",6,11.7597855429018
27,"MORTGAGE",12,"EDUCATION","A",23000,6.17,"1",0.27,"N",7,11.3621025752356
24,"MORTGAGE",8,"PERSONAL","B",10000,9.88,"0",0.25,"N",2,10.5966347330961
26,"MORTGAGE",6,"MEDICAL","C",6000,14.27,"0",0.13,"Y",4,10.7144177687525
30,"MORTGAGE",13,"DEBTCONSOLIDATION","C",10000,14.27,"0",0.11,"Y",10,11.4510500612521
21,"RENT",5,"EDUCATION","B",15000,10.38,"0",0.21,"N",2,11.1562505210315
21,"RENT",5,"MEDICAL","C",11000,14.22,"1",0.38,"N",2,10.2751890304915
22,"RENT",1,"VENTURE","A",1500,6.99,"0",0.13,"N",2,9.39266192877014
26,"MORTGAGE",10,"HOMEIMPROVEMENT","D",6000,14.61,"1",0.13,"Y",3,10.7655332695579
23,"RENT",8,"MEDICAL","B",4000,10.99,"0",0.07,"N",2,10.9150884642146
23,"RENT",0,"EDUCATION","B",10625,11.71,"1",0.42,"N",3,10.1266311038503
23,"RENT",7,"VENTURE","B",10000,11.71,"0",0.11,"N",4,11.4295438560312
22,"RENT",6,"PERSONAL","A",15000,7.88,"1",0.39,"N",3,10.5453414387085
25,"MORTGAGE",2,"PERSONAL","A",6400,9.63,"0",0.07,"N",4,11.4927227576527
22,"RENT",0,"MEDICAL","B",9000,9.63,"0",0.24,"N",4,10.5320962119585
23,"RENT",0,"VENTURE","B",1750,10.95,"0",0.1,"N",3,9.74096862303835
33,"MORTGAGE",2,"HOMEIMPROVEMENT","A",7500,8,"0",0.16,"N",10,10.77895628989
22,"RENT",1,"VENTURE","D",7500,14.96,"1",0.17,"N",3,10.6689553946757
39,"RENT",1,"DEBTCONSOLIDATION","B",14000,11.71,"0",0.27,"N",12,10.8589989975636
22,"RENT",6,"VENTURE","C",6000,14.27,"0",0.11,"N",3,10.9150884642146
23,"RENT",4,"DEBTCONSOLIDATION","D",6000,16.32,"1",0.2,"Y",3,10.3089526606443
21,"RENT",2,"MEDICAL","B",10000,11.71,"0",0.25,"N",4,10.5966347330961
22,"MORTGAGE",1,"EDUCATION","A",8000,7.49,"0",0.11,"N",3,11.1562505210315
22,"MORTGAGE",6,"PERSONAL","A",9000,7.14,"0",0.12,"N",2,11.2252433925184
23,"MORTGAGE",7,"EDUCATION","A",15000,7.9,"0",0.25,"N",3,11.0020998412042
24,"MORTGAGE",5,"VENTURE","B",20000,11.49,"0",0.32,"N",3,11.0508900053737
27,"RENT",0,"PERSONAL","B",12800,11.83,"0",0.29,"N",8,10.7063855970552
24,"MORTGAGE",7,"PERSONAL","B",10000,11.49,"0",0.11,"N",4,11.3914355673825
26,"RENT",3,"VENTURE","B",4800,9.25,"0",0.11,"N",2,10.7198032410288
24,"MORTGAGE",3,"VENTURE","C",15000,13.06,"0",0.33,"N",3,10.7144177687525
32,"RENT",1,"HOMEIMPROVEMENT","D",7000,14.91,"1",0.22,"Y",9,10.3734911817819
34,"RENT",2,"PERSONAL","C",6400,10.75,"0",0.11,"Y",5,10.9331069697173
33,"MORTGAGE",11,"VENTURE","C",10000,14.79,"0",0.07,"Y",5,11.9381932003746
22,"RENT",3,"EDUCATION","D",18000,16.32,"0",0.3,"N",4,11.0020998412042
27,"RENT",6,"VENTURE","B",12000,10.99,"0",0.17,"N",8,11.1562505210315
24,"MORTGAGE",2,"EDUCATION","B",7500,13.8,"0",0.08,"N",3,11.4075649493124
29,"OWN",13,"EDUCATION","B",23000,12.18,"0",0.12,"N",9,12.2060726455302
32,"MORTGAGE",9,"VENTURE","A",12000,9.63,"0",0.34,"N",8,10.4631033404715
40,"MORTGAGE",12,"VENTURE","A",7125,6.62,"0",0.1,"N",14,11.2118744247795
26,"RENT",4,"EDUCATION","C",10000,13.49,"0",0.12,"N",3,11.3621025752356
30,"RENT",3,"DEBTCONSOLIDATION","B",8800,10,"0",0.14,"N",8,11.0821425488778
26,"MORTGAGE",9,"EDUCATION","B",12800,9.45,"0",0.13,"N",3,11.5129254649702
22,"MORTGAGE",6,"EDUCATION","A",5000,7.88,"0",0.1,"N",2,10.77895628989
26,"MORTGAGE",4,"VENTURE","D",16000,15.7,"0",0.23,"N",4,11.1418617835794
34,"MORTGAGE",3,"MEDICAL","A",9000,7.88,"0",0.08,"N",6,11.5711943730942
26,"OWN",6,"EDUCATION","D",7000,14.96,"0",0.05,"Y",4,11.9183905730784
38,"MORTGAGE",7,"VENTURE","C",4000,13.43,"0",0.07,"Y",12,10.8913917192198
22,"RENT",6,"HOMEIMPROVEMENT","C",10000,15.96,"1",0.22,"N",2,10.7144177687525
35,"MORTGAGE",7,"VENTURE","B",6000,10.99,"0",0.05,"N",6,11.6082356447746
31,"OWN",1,"HOMEIMPROVEMENT","C",16000,13.85,"0",0.32,"N",6,10.8197782844103
26,"MORTGAGE",2,"EDUCATION","B",25000,9.25,"1",0.11,"N",4,12.3800259526536
44,"MORTGAGE",5,"HOMEIMPROVEMENT","B",4000,10.62,"0",0.08,"N",14,10.8099299483555
23,"RENT",0,"DEBTCONSOLIDATION","A",1800,8.94,"0",0.05,"N",4,10.5320962119585
24,"RENT",0,"MEDICAL","C",7200,13.06,"0",0.14,"Y",3,10.8181770030433
25,"RENT",3,"DEBTCONSOLIDATION","D",10000,14.09,"1",0.14,"Y",2,11.1418617835794
35,"MORTGAGE",3,"EDUCATION","C",25000,14.96,"0",0.13,"Y",7,12.2060726455302
25,"RENT",6,"EDUCATION","E",4000,19.03,"1",0.21,"Y",4,9.86266555801587
23,"RENT",1,"EDUCATION","B",25600,12.69,"0",0.21,"N",3,11.6952470217642
29,"RENT",4,"DEBTCONSOLIDATION","C",2500,13.11,"1",0.11,"Y",8,9.9986158976277
30,"RENT",4,"HOMEIMPROVEMENT","A",6500,8.94,"0",0.1,"N",7,11.1165439755951
22,"RENT",2,"MEDICAL","B",5000,12.18,"1",0.13,"N",2,10.5427063910705
24,"RENT",3,"VENTURE","B",16000,11.99,"0",0.14,"N",2,11.6351430976945
26,"RENT",2,"PERSONAL","B",8500,11.83,"0",0.14,"N",4,10.9852927228879
23,"MORTGAGE",2,"MEDICAL","D",7500,15.58,"1",0.14,"N",2,10.8967393255464
25,"RENT",3,"MEDICAL","B",6000,13.23,"0",0.26,"N",3,10.0345158149425
33,"MORTGAGE",3,"EDUCATION","A",3000,6.92,"0",0.08,"N",5,10.5240640402612
24,"RENT",6,"DEBTCONSOLIDATION","A",10000,6.17,"0",0.15,"N",4,11.1382320155288
26,"MORTGAGE",7,"MEDICAL","D",15000,16.49,"1",0.19,"Y",3,11.127012952903
35,"RENT",2,"VENTURE","B",2600,12.53,"0",0.06,"N",9,10.616241262735
27,"RENT",3,"PERSONAL","B",11000,10.75,"0",0.28,"N",7,10.5713169251118
23,"MORTGAGE",7,"DEBTCONSOLIDATION","A",3750,5.42,"0",0.03,"N",3,11.6952470217642
21,"MORTGAGE",0,"VENTURE","D",11200,15.31,"0",0.26,"N",3,10.6691414238828
28,"RENT",1,"VENTURE","E",24000,16.45,"1",0.44,"Y",8,10.8967393255464
24,"MORTGAGE",6,"EDUCATION","C",10000,12.98,"0",0.14,"N",4,11.1844213979982
22,"RENT",6,"DEBTCONSOLIDATION","B",20000,10.99,"1",0.29,"N",4,11.1418617835794
26,"MORTGAGE",10,"DEBTCONSOLIDATION","A",12000,5.99,"0",0.12,"N",2,11.5129254649702
64,"RENT",1,"MEDICAL","A",3000,6.99,"0",0.13,"N",21,10.0858091093301
22,"MORTGAGE",5,"VENTURE","A",3900,7.51,"0",0.07,"N",3,10.8589989975636
22,"RENT",6,"MEDICAL","B",3000,10.71,"0",0.1,"N",4,10.3089526606443
26,"OWN",10,"PERSONAL","C",15000,13.11,"0",0.13,"Y",4,11.6952470217642
27,"RENT",0,"VENTURE","B",5000,9.99,"0",0.04,"N",8,11.8493977015914
36,"MORTGAGE",20,"DEBTCONSOLIDATION","A",5000,7.29,"0",0.06,"N",16,11.289781913656
26,"RENT",10,"VENTURE","A",18000,8.49,"0",0.21,"N",2,11.3621025752356
26,"RENT",2,"HOMEIMPROVEMENT","D",5400,16.02,"1",0.21,"Y",2,10.1385596747156
26,"RENT",10,"PERSONAL","B",18950,11.48,"1",0.38,"N",3,10.8197782844103
28,"RENT",3,"HOMEIMPROVEMENT","A",7000,8.49,"0",0.11,"N",6,11.0821425488778
24,"MORTGAGE",4,"EDUCATION","D",8500,15.7,"0",0.35,"N",2,10.0858091093301
30,"OWN",7,"VENTURE","D",6000,14.84,"0",0.1,"Y",6,11.0020998412042
24,"MORTGAGE",8,"PERSONAL","A",4800,6.91,"0",0.13,"N",3,10.4912742174382
32,"RENT",0,"EDUCATION","C",6400,13.35,"0",0.13,"N",8,10.8197782844103
29,"RENT",4,"HOMEIMPROVEMENT","B",5500,10.74,"0",0.09,"N",6,11.0020998412042
21,"RENT",0,"DEBTCONSOLIDATION","C",5100,12.99,"0",0.14,"N",2,10.4735627355061
25,"MORTGAGE",5,"MEDICAL","C",12275,10.65,"0",0.21,"Y",3,10.9595402267854
33,"RENT",5,"PERSONAL","D",4500,15.58,"0",0.1,"N",5,10.7655332695579
24,"RENT",2,"HOMEIMPROVEMENT","C",5000,13.23,"0",0.09,"Y",3,10.9628737947034
26,"MORTGAGE",4,"HOMEIMPROVEMENT","B",3600,7.29,"0",0.18,"N",4,9.90368753253879
21,"RENT",4,"EDUCATION","B",11000,10,"0",0.22,"N",3,10.8197782844103
25,"MORTGAGE",9,"VENTURE","A",12000,7.88,"0",0.15,"N",3,11.289781913656
29,"RENT",6,"MEDICAL","C",10000,13.8,"0",0.21,"N",10,10.77895628989
27,"RENT",3,"VENTURE","A",2000,7.49,"0",0.05,"N",9,10.6164373603923
26,"RENT",0,"PERSONAL","B",20000,9.45,"0",0.21,"N",2,11.4456311501189
38,"MORTGAGE",5,"VENTURE","A",10000,14.27,"0",0.12,"N",12,11.3504065354725
25,"RENT",5,"PERSONAL","A",1200,8,"0",0.03,"N",4,10.5966347330961
31,"MORTGAGE",2,"DEBTCONSOLIDATION","B",10225,9.99,"0",0.29,"N",6,10.4631033404715
39,"OWN",4,"VENTURE","B",1000,10.37,"0",0.03,"N",16,10.5966347330961
29,"MORTGAGE",3,"PERSONAL","B",4500,11.49,"0",0.05,"N",10,11.3266440783886
23,"RENT",2,"PERSONAL","B",12000,10.75,"0",0.21,"N",3,10.9331069697173
26,"MORTGAGE",3,"DEBTCONSOLIDATION","A",6300,12.42,"0",0.17,"N",2,10.5405933422124
32,"RENT",4,"MEDICAL","A",6000,7.49,"0",0.09,"N",5,11.0821425488778
35,"MORTGAGE",19,"EDUCATION","B",17000,11.83,"0",0.36,"N",10,10.7505139475085
30,"OWN",14,"VENTURE","A",16000,12.72,"0",0.08,"N",5,12.2060726455302
28,"RENT",0,"DEBTCONSOLIDATION","F",15000,17.26,"1",0.09,"Y",9,12.0317192583854
50,"RENT",13,"MEDICAL","B",6000,9.99,"0",0.17,"N",11,10.4912742174382
24,"RENT",7,"EDUCATION","B",3000,9.99,"0",0.05,"N",2,11.0348896640272
25,"RENT",3,"HOMEIMPROVEMENT","C",6000,13.48,"0",0.04,"N",2,11.9183905730784
31,"MORTGAGE",2,"VENTURE","D",12000,16.29,"1",0.1,"Y",6,11.7035458245789
23,"RENT",7,"DEBTCONSOLIDATION","D",3000,14.84,"1",0.05,"Y",3,10.9419959171345
22,"MORTGAGE",1,"VENTURE","A",3200,5.99,"0",0.06,"N",4,10.9508065468167
28,"MORTGAGE",2,"HOMEIMPROVEMENT","C",10000,12.98,"0",0.19,"N",10,10.8781226613845
36,"MORTGAGE",21,"HOMEIMPROVEMENT","B",2000,9.88,"0",0.04,"N",12,10.7144177687525
40,"OWN",12,"PERSONAL","A",3500,7.51,"0",0.03,"N",15,11.5898865061064
27,"RENT",1,"VENTURE","D",5000,16.89,"1",0.11,"Y",10,10.6919449129004
22,"OWN",1,"MEDICAL","D",5400,15.31,"1",0.3,"Y",2,9.7981270368783
31,"MORTGAGE",8,"EDUCATION","A",6800,7.74,"0",0.09,"N",8,11.1982147201305
21,"RENT",3,"EDUCATION","C",5000,12.99,"0",0.14,"N",4,10.4912742174382
28,"RENT",0,"EDUCATION","C",5000,12.87,"0",0.13,"N",10,10.5844609321644
23,"RENT",7,"MEDICAL","C",5000,15.96,"0",0.06,"Y",3,11.4075649493124
26,"MORTGAGE",4,"PERSONAL","B",1750,10.36,"0",0.02,"N",2,11.2644641056717
25,"MORTGAGE",9,"MEDICAL","A",3275,5.42,"0",0.03,"N",2,11.5129254649702
30,"RENT",4,"DEBTCONSOLIDATION","D",20000,14.84,"1",0.37,"Y",9,10.8967393255464
70,"RENT",2,"MEDICAL","C",3600,15.23,"0",0.09,"Y",19,10.5965347280957
30,"RENT",2,"EDUCATION","B",3000,10.36,"0",0.06,"N",10,10.7994939411076
22,"RENT",0,"VENTURE","B",9975,10.99,"0",0.14,"N",3,11.1844213979982
23,"RENT",8,"EDUCATION","B",3600,9.99,"0",0.06,"N",2,11.0020998412042
27,"RENT",2,"MEDICAL","A",7600,8,"0",0.23,"N",10,10.4042628404486
42,"MORTGAGE",13,"PERSONAL","C",1500,15.96,"0",0.02,"Y",16,11.4824662574855
